name,new_name,grid_id,grid_name,carnegie_id,carnegie_name
CALTECH-452-48,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-IPAC,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-HSS,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-PASADENA,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-HHMI,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALIF-INST-TECHNOL-CALTECH,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-107-81,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-ASTRON,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-IPAC-ICE,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-CTR-ADV-COMP-RES-CACR,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-IPAC-IRSA,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-ASTRON-DEPT,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-MC-249-17,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-130-33,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-OPTIC-OBSERV,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-DIV-CHEM-&-CHEM-ENGN,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-MC-350-17,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-DIV-PHYS-MATH-&-ASTRON,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
HHMI-CALTECH,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
290-17-CALTECH,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-12-33,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-150-21,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-IPAC-NEXSCI,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
HSS-CALTECH,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
SPITZER-SCI-CENTER-CALTECH,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-220-6,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-OBSERVAT-COSMOL,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-SUBMILLIMETER-OBSERVATORY,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-252-21,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
CALTECH-228-77,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
EXOPLANET-SCI-INST-CALTECH,CALTECH,grid.20861.3d,California Institute of Technology,110404,California Institute of Technology
UNIV-TEXAS-AUSTIN,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-R2200,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-DPRI,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-UT,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-UNIV-STN,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-DELL-MED-SCH-RESIDENCY-PROGRAMS,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-MARINE-SCI-INST,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-PORT,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-ARL-UT,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
WCAAR-UNIV-TEXAS-AUSTIN,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-CTR-ENERGY-&-ENVIRONM-RESOURCES,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-NORWAY,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-WISCONSIN,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-R7600,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-EL-PASO-UNIV-TEXAS-AUSTIN-COOPERAT-PHA,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
SCI-UNIV-TEXAS-AUSTIN,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-LAW-SCH,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
BROWNSVILLE-UNIV-TEXAS-AUSTIN,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-TEXAS-AUSTIN-UT-CSR,UNIV-TEXAS-AUSTIN,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-MASSACHUSETTS,UNIV-MASSACHUSETTS,grid.89336.37,"University of Texas, Austin ",228778,"University of Texas, Austin "
UNIV-CALIF-IRVINE,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-HLTH,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-MED-CTR,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-IMIND,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-IRVINE,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-SCH-MED,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-UCI-HLTH,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
LONG-BEACH-MEM-UNIV-CALIF-IRVINE,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-NEUROCOGNIT-IMAGING,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
CTY-&-UNIV-CALIF-IRVINE,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
ROWLAND-HALL-UNIV-CALIF-IRVINE,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-STAT,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-&-ALLERGAN,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-HEALTHCARE,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
VA-UNIV-CALIF-IRVINE,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-CTR,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
MD-UNIV-CALIF-IRVINE,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-CALIF-IRVINE-HOSP,UNIV-CALIF-IRVINE,grid.266093.8,"University of California, Irvine",110653,"University of California, Irvine"
UNIV-ROCHESTER,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-MED-CTR,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-SCH-MED-&-DENT,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-MED,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-MED-CNTR,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-SCH-MED,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-CANC-CEN,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
CVRI-UNIV-ROCHESTER,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
NEUROL-UNIV-ROCHESTER,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
WINONA-STATE-UNIV-ROCHESTER,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-LLE,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-CANC-CONTROL,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-MED-SCH,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-EIOH,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-SMD,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-SCH,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-NY,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-HEALTHCARE-DECIS-MAKING-GRP,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-MED-CTR-ROCHESTER,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-&-UNITY-HLTH-SYST,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
OAKLAND-UNIV-ROCHESTER,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-ROCHESTER,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-SOM,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-MED-SCI,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-SCH-&-DENT,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-SURG,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
STRONG-UNIV-ROCHESTER,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-RC-27021,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
UNIV-ROCHESTER-INTERNAL-MED-PEDIAT,UNIV-ROCHESTER,grid.16416.34,University of Rochester,195030,University of Rochester
CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FDN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FLORIDA,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-CHILDRENS,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-AKRON-GEN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-TAUSSIG-CANC-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-HLTH-SYST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-CHILDRENS-HOSP,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-HOSP,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-LERNER-COLL-MED,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-LERNER-RES-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-TAUSSIG-CANC-CTR,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-EPILEPSY-CTR,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-HEART-&-VASC-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-LOU-RUVO-CTR-BRAIN-HLTH,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-NEUROL-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-MAIN-CAMPUS,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-GLICKMAN-UROL-&-KIDNEY-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-CLEVELAND,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-LERNER-COLL-MED-CWRU,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-OHIO,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FOUNDA,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-SPORTS-HLTH-CTR,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-SPORTS-HLTH,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-CCF,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-A41,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
LRI-CLEVELAND-CLIN-FDN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CTR-LAPAROSCOP-&-ROBOT-SURG-UROL-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FERTIL-CTR,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
U-10-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
NE-61-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FDN-LIB,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
BARIATR-&-METAB-INST-CLEVELAND-CLIN-FLORIDA,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
Q3-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-LERNER,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-CTR-SPINE-HLTH,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-INTERNAL-MED,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-BARIATR-&-METAB-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FLORIDA-WESTON,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-COLE-EYE-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-P77,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
A-CLEVELAND-CLIN-HOSP,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FDN-OHIO,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-EPILEPSY,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-HILLCREST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
ND20-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-RADIAT-ONCOL,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-BEACHWOOD,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-COORDINATING-CTR-CLIN-RES-C5R,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FOUNAT,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
LERNER-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-LERNER-COLL-MED-CWRU-SOM,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-TAUSSIG,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-SPORTS-HLTH-ORTHOPAED,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-HEALTHCARE-SYST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FNDN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
M66-06-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
HEALTHSPAN-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FAIRVIEW,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
A30-CLEVELAND-CLIN-FDN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-CANC-MOLL-PAVIL,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
QUANTITAT-HLTH-SCI-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FOUND-A50,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-BEACHWOOD-PEDIAT,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
M61-CLEVELAND-CLIN-FDN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-LRI,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-MUSCULOSKELETAL-RADIOL-A21,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-HEAD-&-NECK-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-ABU-DHABI,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FDN-CARDIOVASC-MED,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-COORDINATING-CTR-CLIN-RES,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-AFFILIATE,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-HILLCREST-HOSP,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-PATHOL-&-LAB,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-QUANTITAT-HLTH-SCI,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-COLL-MED-CWRU,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
A-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-CHRON-PAIN-REHABIL-PROGRAM,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-COORDINATING-CTR-CLIN-RES-C5RES,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CASE-WESTERN-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FDN-ND20,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
MAYO-&-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
LERNER-RSRCH-INST-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
FAIRVIEW-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
LRI-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CHILDRENS-HOSP-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-MED-CARE-HOME,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-P57,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CMEF-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-HOME-CARE,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-LERNER-RES-INST-&-FDN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-EDUC-FDN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-COLE-EYE-INSITUTE,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-CANC-CTR-MOLL-PAVIL,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
S20-CLEVELAND-CLIN-FDN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FAIRVIEW-HOSP,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-INNOVAT,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-MED-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FDN-CLEVELAND,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
VASC-SURG-CLEVELAND-CLIN-FDN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-TAUSSIG-CANC,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FDN-RESP-INS,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-HOME,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-HEART,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FOUNDATIO,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FDN-FLORIDA,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-FDN-NB20,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
GLICKMAN-UROL-&-KIDNEY-INST-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-GASTROENTEROL,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-IMAGING-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-PATHOL-&-LAB-MED-INST,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
AKRON-GEN-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
CLEVELAND-CLIN-S51,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
A30-CLEVELAND-CLIN,CLEVELAND-CLIN,grid.67105.35,Case Western Reserve University,201645,Case Western Reserve University
